|dates|Cowley_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cowley_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cowley_Kansas_UnitedStates.Male_Total_Population.data|Cowley_Kansas_UnitedStates.Male_Total_Population.missing|Cowley_Kansas_UnitedStates.Female_Total_Population.data|Cowley_Kansas_UnitedStates.Female_Total_Population.missing|Cowley_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Cowley_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6420.0|0|17716.0|0|17502.0|0|8319.0|0
