|dates|Emmet_Michigan_UnitedStates.BLS_EmployedPopulation.data|Emmet_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Emmet_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Emmet_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Emmet_Michigan_UnitedStates.BLS_UnemploymentRate.data|Emmet_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Emmet_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Emmet_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-02|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-03|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-04|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-05|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-06|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-07|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-08|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-09|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-10|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-11|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-12|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-13|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-14|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-15|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-16|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-17|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-18|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-19|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-20|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-21|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-22|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-23|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-24|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-25|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-26|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-27|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-28|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-29|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-30|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-01-31|15943.0|0|1212.0|0|7.0649956280967645|0|17155.0|0
0|2020-02-01|15995.0|0|1086.5|0|6.3606826098410565|0|17081.5|0
0|2020-02-02|15995.0|0|1086.5|0|6.3606826098410565|0|17081.5|0
0|2020-02-03|15995.0|0|1086.5|0|6.3606826098410565|0|17081.5|0
0|2020-02-04|15995.0|0|1086.5|0|6.3606826098410565|0|17081.5|0
0|2020-02-05|15995.0|0|1086.5|0|6.3606826098410565|0|17081.5|0
0|2020-02-06|15995.0|0|1086.5|0|6.3606826098410565|0|17081.5|0
0|2020-02-07|15995.0|0|1086.5|0|6.3606826098410565|0|17081.5|0
0|2020-02-08|15995.0|0|1086.5|0|6.3606826098410565|0|17081.5|0
0|2020-02-09|15995.0|0|1086.5|0|6.3606826098410565|0|17081.5|0
