|dates|Hamilton_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hamilton_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hamilton_Illinois_UnitedStates.Male_Total_Population.data|Hamilton_Illinois_UnitedStates.Male_Total_Population.missing|Hamilton_Illinois_UnitedStates.Female_Total_Population.data|Hamilton_Illinois_UnitedStates.Female_Total_Population.missing|Hamilton_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Hamilton_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1783.0|0|3992.0|0|4171.0|0|1794.0|0
