|dates|Darlington_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Darlington_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Darlington_SouthCarolina_UnitedStates.Male_Total_Population.data|Darlington_SouthCarolina_UnitedStates.Male_Total_Population.missing|Darlington_SouthCarolina_UnitedStates.Female_Total_Population.data|Darlington_SouthCarolina_UnitedStates.Female_Total_Population.missing|Darlington_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Darlington_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12678.0|0|31517.0|0|35285.0|0|14817.0|0
