|dates|Cabell_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cabell_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cabell_WestVirginia_UnitedStates.Male_Total_Population.data|Cabell_WestVirginia_UnitedStates.Male_Total_Population.missing|Cabell_WestVirginia_UnitedStates.Female_Total_Population.data|Cabell_WestVirginia_UnitedStates.Female_Total_Population.missing|Cabell_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Cabell_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17542.0|0|45585.0|0|47639.0|0|18395.0|0
