|dates|Mineral_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mineral_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mineral_WestVirginia_UnitedStates.Male_Total_Population.data|Mineral_WestVirginia_UnitedStates.Male_Total_Population.missing|Mineral_WestVirginia_UnitedStates.Female_Total_Population.data|Mineral_WestVirginia_UnitedStates.Female_Total_Population.missing|Mineral_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Mineral_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5841.0|0|13403.0|0|13537.0|0|5362.0|0
