|dates|Kerr_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kerr_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kerr_Texas_UnitedStates.Male_Total_Population.data|Kerr_Texas_UnitedStates.Male_Total_Population.missing|Kerr_Texas_UnitedStates.Female_Total_Population.data|Kerr_Texas_UnitedStates.Female_Total_Population.missing|Kerr_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Kerr_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14516.0|0|25219.0|0|27186.0|0|10062.0|0
