|dates|Union_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_Louisiana_UnitedStates.Male_Total_Population.data|Union_Louisiana_UnitedStates.Male_Total_Population.missing|Union_Louisiana_UnitedStates.Female_Total_Population.data|Union_Louisiana_UnitedStates.Female_Total_Population.missing|Union_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Union_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4590.0|0|11056.0|0|11274.0|0|4888.0|0
