|dates|Polk_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Polk_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Polk_Minnesota_UnitedStates.Male_Total_Population.data|Polk_Minnesota_UnitedStates.Male_Total_Population.missing|Polk_Minnesota_UnitedStates.Female_Total_Population.data|Polk_Minnesota_UnitedStates.Female_Total_Population.missing|Polk_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Polk_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5666.0|0|15828.0|0|15701.0|0|7629.0|0
