|dates|SanBenito_California_UnitedStates.JHU_ConfirmedCases.data|SanBenito_California_UnitedStates.JHU_ConfirmedCases.missing|SanBenito_California_UnitedStates.NYT_ConfirmedCases.data|SanBenito_California_UnitedStates.NYT_ConfirmedCases.missing|SanBenito_California_UnitedStates.JHU_ConfirmedDeaths.data|SanBenito_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanBenito_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanBenito_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|2.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|3.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|3.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|3.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|3.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|3.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-19|3.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-20|5.0|0|5.0|0|1.0|0|0.0|100
0|2020-03-21|5.0|0|5.0|0|1.0|0|0.0|100
0|2020-03-22|5.0|0|5.0|0|1.0|0|0.0|100
0|2020-03-23|6.0|0|6.0|0|1.0|0|0.0|100
0|2020-03-24|6.0|0|7.0|0|1.0|0|0.0|100
0|2020-03-25|7.0|0|9.0|0|1.0|0|0.0|100
0|2020-03-26|9.0|0|9.0|0|1.0|0|0.0|100
0|2020-03-27|13.0|0|11.0|0|1.0|0|0.0|100
0|2020-03-28|14.0|0|11.0|0|1.0|0|0.0|100
0|2020-03-29|14.0|0|14.0|0|1.0|0|0.0|100
0|2020-03-30|14.0|0|17.0|0|1.0|0|0.0|100
0|2020-03-31|17.0|0|21.0|0|1.0|0|0.0|100
0|2020-04-01|21.0|0|23.0|0|1.0|0|0.0|100
0|2020-04-02|23.0|0|23.0|0|1.0|0|0.0|100
0|2020-04-03|23.0|0|23.0|0|1.0|0|0.0|100
0|2020-04-04|23.0|0|23.0|0|2.0|0|0.0|100
0|2020-04-05|23.0|0|23.0|0|2.0|0|0.0|100
0|2020-04-06|23.0|0|30.0|0|2.0|0|0.0|100
0|2020-04-07|23.0|0|31.0|0|2.0|0|0.0|100
0|2020-04-08|33.0|0|33.0|0|2.0|0|0.0|100
0|2020-04-09|33.0|0|34.0|0|2.0|0|0.0|100
0|2020-04-10|34.0|0|35.0|0|2.0|0|0.0|100
0|2020-04-11|35.0|0|35.0|0|2.0|0|0.0|100
0|2020-04-12|35.0|0|35.0|0|2.0|0|0.0|100
0|2020-04-13|35.0|0|38.0|0|2.0|0|0.0|100
0|2020-04-14|39.0|0|39.0|0|2.0|0|0.0|100
0|2020-04-15|39.0|0|41.0|0|2.0|0|0.0|100
0|2020-04-16|41.0|0|42.0|0|2.0|0|0.0|100
0|2020-04-17|44.0|0|44.0|0|2.0|0|0.0|100
0|2020-04-18|44.0|0|44.0|0|2.0|0|0.0|100
0|2020-04-19|44.0|0|44.0|0|2.0|0|0.0|100
0|2020-04-20|44.0|0|44.0|0|2.0|0|0.0|100
0|2020-04-21|44.0|0|45.0|0|2.0|0|0.0|100
0|2020-04-22|45.0|0|46.0|0|2.0|0|0.0|100
0|2020-04-23|47.0|0|47.0|0|2.0|0|0.0|100
0|2020-04-24|47.0|0|47.0|0|2.0|0|0.0|100
0|2020-04-25|47.0|0|47.0|0|2.0|0|0.0|100
0|2020-04-26|47.0|0|47.0|0|2.0|0|0.0|100
0|2020-04-27|47.0|0|48.0|0|2.0|0|0.0|100
0|2020-04-28|48.0|0|50.0|0|2.0|0|0.0|100
0|2020-04-29|50.0|0|50.0|0|2.0|0|0.0|100
0|2020-04-30|50.0|0|51.0|0|2.0|0|0.0|100
0|2020-05-01|51.0|0|51.0|0|2.0|0|0.0|100
0|2020-05-02|51.0|0|51.0|0|2.0|0|0.0|100
0|2020-05-03|51.0|0|51.0|0|2.0|0|0.0|100
0|2020-05-04|51.0|0|52.0|0|2.0|0|0.0|100
0|2020-05-05|52.0|0|53.0|0|2.0|0|0.0|100
0|2020-05-06|53.0|0|53.0|0|2.0|0|0.0|100
0|2020-05-07|53.0|0|54.0|0|2.0|0|0.0|100
0|2020-05-08|54.0|0|55.0|0|2.0|0|0.0|100
0|2020-05-09|55.0|0|55.0|0|2.0|0|0.0|100
0|2020-05-10|55.0|0|55.0|0|2.0|0|0.0|100
0|2020-05-11|56.0|0|56.0|0|2.0|0|0.0|100
0|2020-05-12|58.0|0|58.0|0|2.0|0|0.0|100
0|2020-05-13|58.0|0|58.0|0|2.0|0|0.0|100
0|2020-05-14|59.0|0|59.0|0|2.0|0|0.0|100
