|dates|Potter_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Potter_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Potter_Texas_UnitedStates.Male_Total_Population.data|Potter_Texas_UnitedStates.Male_Total_Population.missing|Potter_Texas_UnitedStates.Female_Total_Population.data|Potter_Texas_UnitedStates.Female_Total_Population.missing|Potter_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Potter_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14922.0|0|61609.0|0|58039.0|0|32848.0|0
