|dates|Owen_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Owen_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Owen_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Owen_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Owen_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Owen_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Owen_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Owen_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-02|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-03|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-04|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-05|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-06|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-07|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-08|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-09|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-10|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-11|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-12|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-13|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-14|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-15|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-16|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-17|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-18|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-19|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-20|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-21|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-22|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-23|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-24|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-25|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-26|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-27|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-28|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-29|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-30|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-01-31|4887.0|0|243.0|0|4.7368421052631575|0|5130.0|0
0|2020-02-01|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-02|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-03|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-04|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-05|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-06|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-07|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-08|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-09|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-10|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-11|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-12|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-13|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-14|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-15|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-16|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-17|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-18|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-19|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-20|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-21|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-22|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-23|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-24|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-25|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
0|2020-02-26|4852.5|0|218.5|0|4.308814829422205|0|5071.0|0
