|dates|OutofNY_NewYork_UnitedStates.AveragePrecipitationTotal.data|OutofNY_NewYork_UnitedStates.AveragePrecipitationTotal.missing|OutofNY_NewYork_UnitedStates.AveragePrecipitation.data|OutofNY_NewYork_UnitedStates.AveragePrecipitation.missing|OutofNY_NewYork_UnitedStates.AverageWindDirection.data|OutofNY_NewYork_UnitedStates.AverageWindDirection.missing|OutofNY_NewYork_UnitedStates.AverageWindSpeed.data|OutofNY_NewYork_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
