|dates|Knott_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Knott_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Knott_Kentucky_UnitedStates.Male_Total_Population.data|Knott_Kentucky_UnitedStates.Male_Total_Population.missing|Knott_Kentucky_UnitedStates.Female_Total_Population.data|Knott_Kentucky_UnitedStates.Female_Total_Population.missing|Knott_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Knott_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2794.0|0|7473.0|0|7653.0|0|3046.0|0
