|dates|OutofOK_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|OutofOK_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|OutofOK_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|OutofOK_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|OutofOK_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|OutofOK_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|OutofOK_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|OutofOK_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
