|dates|Corson_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Corson_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Corson_SouthDakota_UnitedStates.Male_Total_Population.data|Corson_SouthDakota_UnitedStates.Male_Total_Population.missing|Corson_SouthDakota_UnitedStates.Female_Total_Population.data|Corson_SouthDakota_UnitedStates.Female_Total_Population.missing|Corson_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Corson_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|471.0|0|2089.0|0|2076.0|0|1538.0|0
