|dates|Bannock_Idaho_UnitedStates.BLS_EmployedPopulation.data|Bannock_Idaho_UnitedStates.BLS_EmployedPopulation.missing|Bannock_Idaho_UnitedStates.BLS_UnemployedPopulation.data|Bannock_Idaho_UnitedStates.BLS_UnemployedPopulation.missing|Bannock_Idaho_UnitedStates.BLS_UnemploymentRate.data|Bannock_Idaho_UnitedStates.BLS_UnemploymentRate.missing|Bannock_Idaho_UnitedStates.BLS_LaborForcePopulation.data|Bannock_Idaho_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|42459.0|0|1270.0|0|2.904251183425187|0|43729.0|0
