|dates|Muhlenberg_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Muhlenberg_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Muhlenberg_Kentucky_UnitedStates.Male_Total_Population.data|Muhlenberg_Kentucky_UnitedStates.Male_Total_Population.missing|Muhlenberg_Kentucky_UnitedStates.Female_Total_Population.data|Muhlenberg_Kentucky_UnitedStates.Female_Total_Population.missing|Muhlenberg_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Muhlenberg_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5885.0|0|15708.0|0|15066.0|0|6357.0|0
