|dates|Catoosa_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Catoosa_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Catoosa_Georgia_UnitedStates.Male_Total_Population.data|Catoosa_Georgia_UnitedStates.Male_Total_Population.missing|Catoosa_Georgia_UnitedStates.Female_Total_Population.data|Catoosa_Georgia_UnitedStates.Female_Total_Population.missing|Catoosa_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Catoosa_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11954.0|0|32610.0|0|34810.0|0|15433.0|0
