|dates|Washington_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Utah_UnitedStates.Male_Total_Population.data|Washington_Utah_UnitedStates.Male_Total_Population.missing|Washington_Utah_UnitedStates.Female_Total_Population.data|Washington_Utah_UnitedStates.Female_Total_Population.missing|Washington_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-01-01|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-02|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-03|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-04|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-05|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-06|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-07|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-08|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-09|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-10|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-11|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-12|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-13|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-14|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-15|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-16|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-17|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-18|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-19|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-20|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-21|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-22|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-23|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-24|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-25|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-26|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-27|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-28|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-29|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-30|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-01-31|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-01|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-02|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-03|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-04|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-05|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-06|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-07|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-08|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-09|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-10|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-11|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-12|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-13|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-14|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-15|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-16|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-17|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-18|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-19|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-20|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-21|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-22|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-23|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-24|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-25|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-26|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-27|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-28|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-02-29|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-01|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-02|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-03|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-04|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-05|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-06|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-07|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-08|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-09|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-10|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-11|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-12|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-13|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-14|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-15|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-16|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-17|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-18|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-19|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-20|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-21|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-22|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-23|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-24|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-25|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-26|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-27|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-28|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-29|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-30|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-03-31|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-01|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-02|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-03|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-04|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-05|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-06|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-07|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-08|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-09|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-10|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-11|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-12|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-13|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-14|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-15|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-16|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-17|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-18|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-19|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-20|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-21|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-22|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-23|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-24|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-25|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-26|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-27|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-28|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-29|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-04-30|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-01|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-02|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-03|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-04|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-05|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-06|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-07|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-08|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-09|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-10|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-11|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-12|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-13|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-14|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-15|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-16|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-17|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-18|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-19|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-20|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-21|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-22|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-23|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-24|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-25|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-26|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-27|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-28|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-29|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-30|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-05-31|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-01|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-02|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-03|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-04|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-05|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-06|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-07|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-08|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-09|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-10|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-11|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-12|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-13|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-14|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-15|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-16|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-17|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-18|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-19|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-20|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-21|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-22|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-23|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-24|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-25|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-26|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-27|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-28|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-29|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-06-30|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-01|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-02|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-03|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-04|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-05|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-06|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-07|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-08|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-09|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-10|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-11|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-12|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-13|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-14|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-15|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-16|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-17|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-18|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-19|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-20|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-21|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-22|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-23|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-24|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-25|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-26|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-27|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-28|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-29|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-30|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-07-31|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-01|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-02|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-03|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-04|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-05|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-06|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-07|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-08|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-09|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-10|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-11|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-12|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-13|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-14|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-15|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-16|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-17|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-18|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-19|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-20|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-21|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-22|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-23|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-24|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-25|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-26|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-27|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-28|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-29|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-30|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-08-31|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-01|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-02|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-03|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-04|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-05|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-06|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-07|36844.0|0|85053.0|0|86647.0|0|44808.0|0
