|dates|Washington_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Utah_UnitedStates.Male_Total_Population.data|Washington_Utah_UnitedStates.Male_Total_Population.missing|Washington_Utah_UnitedStates.Female_Total_Population.data|Washington_Utah_UnitedStates.Female_Total_Population.missing|Washington_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-09-08|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-09|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-10|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-11|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-12|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-13|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-14|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-15|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-16|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-17|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-18|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-19|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-20|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-21|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-22|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-23|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-24|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-25|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-26|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-27|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-28|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-29|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-09-30|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-01|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-02|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-03|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-04|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-05|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-06|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-07|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-08|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-09|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-10|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-11|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-12|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-13|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-14|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-15|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-16|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-17|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-18|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-19|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-20|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-21|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-22|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-23|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-24|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-25|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-26|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-27|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-28|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-29|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-30|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-10-31|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-01|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-02|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-03|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-04|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-05|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-06|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-07|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-08|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-09|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-10|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-11|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-12|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-13|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-14|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-15|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-16|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-17|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-18|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-19|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-20|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-21|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-22|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-23|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-24|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-25|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-26|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-27|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-28|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-29|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-11-30|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-01|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-02|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-03|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-04|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-05|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-06|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-07|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-08|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-09|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-10|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-11|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-12|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-13|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-14|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-15|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-16|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-17|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-18|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-19|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-20|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-21|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-22|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-23|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-24|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-25|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-26|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-27|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-28|36844.0|0|85053.0|0|86647.0|0|44808.0|0
0|2020-12-29|36844.0|0|85053.0|0|86647.0|0|44808.0|0
