|dates|Morris_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morris_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morris_Kansas_UnitedStates.Male_Total_Population.data|Morris_Kansas_UnitedStates.Male_Total_Population.missing|Morris_Kansas_UnitedStates.Female_Total_Population.data|Morris_Kansas_UnitedStates.Female_Total_Population.missing|Morris_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Morris_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1365.0|0|2761.0|0|2760.0|0|1132.0|0
