|dates|Franklin_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Pennsylvania_UnitedStates.Male_Total_Population.data|Franklin_Pennsylvania_UnitedStates.Male_Total_Population.missing|Franklin_Pennsylvania_UnitedStates.Female_Total_Population.data|Franklin_Pennsylvania_UnitedStates.Female_Total_Population.missing|Franklin_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30425.0|0|76005.0|0|78830.0|0|34405.0|0
