|dates|Orleans_NewYork_UnitedStates.BLS_EmployedPopulation.data|Orleans_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Orleans_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Orleans_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Orleans_NewYork_UnitedStates.BLS_UnemploymentRate.data|Orleans_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Orleans_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Orleans_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|16065.0|0|843.0|0|4.985805535841022|0|16908.0|0
