|dates|Flagler_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Flagler_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Flagler_Florida_UnitedStates.Male_Total_Population.data|Flagler_Florida_UnitedStates.Male_Total_Population.missing|Flagler_Florida_UnitedStates.Female_Total_Population.data|Flagler_Florida_UnitedStates.Female_Total_Population.missing|Flagler_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Flagler_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|34428.0|0|53927.0|0|58140.0|0|18884.0|0
