|dates|Marshall_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marshall_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marshall_Mississippi_UnitedStates.Male_Total_Population.data|Marshall_Mississippi_UnitedStates.Male_Total_Population.missing|Marshall_Mississippi_UnitedStates.Female_Total_Population.data|Marshall_Mississippi_UnitedStates.Female_Total_Population.missing|Marshall_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Marshall_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6214.0|0|17596.0|0|17855.0|0|7435.0|0
