|dates|Harlan_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harlan_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harlan_Nebraska_UnitedStates.Male_Total_Population.data|Harlan_Nebraska_UnitedStates.Male_Total_Population.missing|Harlan_Nebraska_UnitedStates.Female_Total_Population.data|Harlan_Nebraska_UnitedStates.Female_Total_Population.missing|Harlan_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Harlan_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|891.0|0|1762.0|0|1639.0|0|721.0|0
