|dates|Tuolumne_California_UnitedStates.BLS_EmployedPopulation.data|Tuolumne_California_UnitedStates.BLS_EmployedPopulation.missing|Tuolumne_California_UnitedStates.BLS_UnemployedPopulation.data|Tuolumne_California_UnitedStates.BLS_UnemployedPopulation.missing|Tuolumne_California_UnitedStates.BLS_UnemploymentRate.data|Tuolumne_California_UnitedStates.BLS_UnemploymentRate.missing|Tuolumne_California_UnitedStates.BLS_LaborForcePopulation.data|Tuolumne_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-02|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-03|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-04|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-05|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-06|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-07|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-08|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-09|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-10|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-11|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-12|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-13|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-14|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-15|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-16|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-17|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-18|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-19|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-20|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-21|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
0|2020-01-22|19889.5|0|1058.5|0|5.0529883521099865|0|20948.0|0
