|dates|Wayne_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wayne_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wayne_Illinois_UnitedStates.Male_Total_Population.data|Wayne_Illinois_UnitedStates.Male_Total_Population.missing|Wayne_Illinois_UnitedStates.Female_Total_Population.data|Wayne_Illinois_UnitedStates.Female_Total_Population.missing|Wayne_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Wayne_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3517.0|0|8036.0|0|8296.0|0|3708.0|0
