|dates|Coleman_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Coleman_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Coleman_Texas_UnitedStates.Male_Total_Population.data|Coleman_Texas_UnitedStates.Male_Total_Population.missing|Coleman_Texas_UnitedStates.Female_Total_Population.data|Coleman_Texas_UnitedStates.Female_Total_Population.missing|Coleman_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Coleman_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2096.0|0|4240.0|0|4157.0|0|1764.0|0
