|dates|Bay_Michigan_UnitedStates.BLS_EmployedPopulation.data|Bay_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Bay_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Bay_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Bay_Michigan_UnitedStates.BLS_UnemploymentRate.data|Bay_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Bay_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Bay_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-02|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-03|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-04|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-05|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-06|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-07|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-08|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-09|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-10|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-11|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-12|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-13|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-14|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-15|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-16|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-17|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-18|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-19|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-20|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-21|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-22|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-23|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-24|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-25|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-26|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-27|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-28|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-29|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
0|2020-01-30|47316.0|0|2625.5|0|5.257150866513821|0|49941.5|0
