|dates|Gulf_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gulf_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gulf_Florida_UnitedStates.Male_Total_Population.data|Gulf_Florida_UnitedStates.Male_Total_Population.missing|Gulf_Florida_UnitedStates.Female_Total_Population.data|Gulf_Florida_UnitedStates.Female_Total_Population.missing|Gulf_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Gulf_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3487.0|0|9461.0|0|6703.0|0|2500.0|0
