|dates|Ford_Kansas_UnitedStates.AveragePrecipitationTotal.data|Ford_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Ford_Kansas_UnitedStates.AveragePrecipitation.data|Ford_Kansas_UnitedStates.AveragePrecipitation.missing|Ford_Kansas_UnitedStates.AverageWindDirection.data|Ford_Kansas_UnitedStates.AverageWindDirection.missing|Ford_Kansas_UnitedStates.AverageWindSpeed.data|Ford_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|12|0.0|12|206.66666666666666|0|6.708333333333333|0
