|dates|Burnett_Wisconsin_UnitedStates.AveragePrecipitationTotal.data|Burnett_Wisconsin_UnitedStates.AveragePrecipitationTotal.missing|Burnett_Wisconsin_UnitedStates.AveragePrecipitation.data|Burnett_Wisconsin_UnitedStates.AveragePrecipitation.missing|Burnett_Wisconsin_UnitedStates.AverageWindDirection.data|Burnett_Wisconsin_UnitedStates.AverageWindDirection.missing|Burnett_Wisconsin_UnitedStates.AverageWindSpeed.data|Burnett_Wisconsin_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|0|0.0|0|239.6875|0|8.125|0
