|dates|Eaton_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Eaton_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Eaton_Michigan_UnitedStates.Male_Total_Population.data|Eaton_Michigan_UnitedStates.Male_Total_Population.missing|Eaton_Michigan_UnitedStates.Female_Total_Population.data|Eaton_Michigan_UnitedStates.Female_Total_Population.missing|Eaton_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Eaton_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20404.0|0|53971.0|0|55855.0|0|22712.0|0
