|dates|LosAlamos_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LosAlamos_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LosAlamos_NewMexico_UnitedStates.Male_Total_Population.data|LosAlamos_NewMexico_UnitedStates.Male_Total_Population.missing|LosAlamos_NewMexico_UnitedStates.Female_Total_Population.data|LosAlamos_NewMexico_UnitedStates.Female_Total_Population.missing|LosAlamos_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|LosAlamos_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3410.0|0|9705.0|0|9396.0|0|4256.0|0
