|dates|Bladen_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bladen_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bladen_NorthCarolina_UnitedStates.Male_Total_Population.data|Bladen_NorthCarolina_UnitedStates.Male_Total_Population.missing|Bladen_NorthCarolina_UnitedStates.Female_Total_Population.data|Bladen_NorthCarolina_UnitedStates.Female_Total_Population.missing|Bladen_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Bladen_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7247.0|0|15833.0|0|17357.0|0|6782.0|0
