|dates|Hale_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hale_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hale_Texas_UnitedStates.Male_Total_Population.data|Hale_Texas_UnitedStates.Male_Total_Population.missing|Hale_Texas_UnitedStates.Female_Total_Population.data|Hale_Texas_UnitedStates.Female_Total_Population.missing|Hale_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hale_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4545.0|0|17658.0|0|16172.0|0|9160.0|0
