|dates|Sangamon_Illinois_UnitedStates.AveragePrecipitationTotal.data|Sangamon_Illinois_UnitedStates.AveragePrecipitationTotal.missing|Sangamon_Illinois_UnitedStates.AveragePrecipitation.data|Sangamon_Illinois_UnitedStates.AveragePrecipitation.missing|Sangamon_Illinois_UnitedStates.AverageWindDirection.data|Sangamon_Illinois_UnitedStates.AverageWindDirection.missing|Sangamon_Illinois_UnitedStates.AverageWindSpeed.data|Sangamon_Illinois_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0038095238095238095|12|0.0|12|275.7083333333333|0|9.125|0
