|dates|Garland_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Garland_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Garland_Arkansas_UnitedStates.Male_Total_Population.data|Garland_Arkansas_UnitedStates.Male_Total_Population.missing|Garland_Arkansas_UnitedStates.Female_Total_Population.data|Garland_Arkansas_UnitedStates.Female_Total_Population.missing|Garland_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Garland_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23632.0|0|47660.0|0|51494.0|0|19941.0|0
