|dates|Prairie_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Prairie_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Prairie_Montana_UnitedStates.Male_Total_Population.data|Prairie_Montana_UnitedStates.Male_Total_Population.missing|Prairie_Montana_UnitedStates.Female_Total_Population.data|Prairie_Montana_UnitedStates.Female_Total_Population.missing|Prairie_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Prairie_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|346.0|0|553.0|0|534.0|0|188.0|0
