|dates|Nolan_Texas_UnitedStates.JHU_ConfirmedCases.data|Nolan_Texas_UnitedStates.JHU_ConfirmedCases.missing|Nolan_Texas_UnitedStates.NYT_ConfirmedCases.data|Nolan_Texas_UnitedStates.NYT_ConfirmedCases.missing|Nolan_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Nolan_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Nolan_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Nolan_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1833.0|0|0.0|100|56.0|0|0.0|100
