|dates|Wayne_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wayne_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wayne_Indiana_UnitedStates.Male_Total_Population.data|Wayne_Indiana_UnitedStates.Male_Total_Population.missing|Wayne_Indiana_UnitedStates.Female_Total_Population.data|Wayne_Indiana_UnitedStates.Female_Total_Population.missing|Wayne_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Wayne_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12631.0|0|31937.0|0|33999.0|0|14475.0|0
