|dates|Morehouse_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morehouse_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morehouse_Louisiana_UnitedStates.Male_Total_Population.data|Morehouse_Louisiana_UnitedStates.Male_Total_Population.missing|Morehouse_Louisiana_UnitedStates.Female_Total_Population.data|Morehouse_Louisiana_UnitedStates.Female_Total_Population.missing|Morehouse_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Morehouse_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4763.0|0|12212.0|0|13186.0|0|6136.0|0
