|dates|Kent_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kent_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kent_Maryland_UnitedStates.Male_Total_Population.data|Kent_Maryland_UnitedStates.Male_Total_Population.missing|Kent_Maryland_UnitedStates.Female_Total_Population.data|Kent_Maryland_UnitedStates.Female_Total_Population.missing|Kent_Maryland_UnitedStates.MaleAndFemale_Under18_Population.data|Kent_Maryland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5177.0|0|9242.0|0|10141.0|0|3066.0|0
