|dates|DeBaca_NewMexico_UnitedStates.AveragePrecipitationTotal.data|DeBaca_NewMexico_UnitedStates.AveragePrecipitationTotal.missing|DeBaca_NewMexico_UnitedStates.AveragePrecipitation.data|DeBaca_NewMexico_UnitedStates.AveragePrecipitation.missing|DeBaca_NewMexico_UnitedStates.AverageWindDirection.data|DeBaca_NewMexico_UnitedStates.AverageWindDirection.missing|DeBaca_NewMexico_UnitedStates.AverageWindSpeed.data|DeBaca_NewMexico_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|84.0|0|16.291666666666668|0
