|dates|Burnet_Texas_UnitedStates.JHU_ConfirmedCases.data|Burnet_Texas_UnitedStates.JHU_ConfirmedCases.missing|Burnet_Texas_UnitedStates.NYT_ConfirmedCases.data|Burnet_Texas_UnitedStates.NYT_ConfirmedCases.missing|Burnet_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Burnet_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Burnet_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Burnet_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|6245.0|0|0.0|100|82.0|0|0.0|100
