|dates|Pulaski_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pulaski_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pulaski_Illinois_UnitedStates.Male_Total_Population.data|Pulaski_Illinois_UnitedStates.Male_Total_Population.missing|Pulaski_Illinois_UnitedStates.Female_Total_Population.data|Pulaski_Illinois_UnitedStates.Female_Total_Population.missing|Pulaski_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Pulaski_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1224.0|0|2655.0|0|2808.0|0|1179.0|0
