|dates|LasAnimas_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LasAnimas_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LasAnimas_Colorado_UnitedStates.Male_Total_Population.data|LasAnimas_Colorado_UnitedStates.Male_Total_Population.missing|LasAnimas_Colorado_UnitedStates.Female_Total_Population.data|LasAnimas_Colorado_UnitedStates.Female_Total_Population.missing|LasAnimas_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|LasAnimas_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3529.0|0|7572.0|0|6931.0|0|2727.0|0
