|dates|Richardson_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Richardson_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Richardson_Nebraska_UnitedStates.Male_Total_Population.data|Richardson_Nebraska_UnitedStates.Male_Total_Population.missing|Richardson_Nebraska_UnitedStates.Female_Total_Population.data|Richardson_Nebraska_UnitedStates.Female_Total_Population.missing|Richardson_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Richardson_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1958.0|0|3990.0|0|3947.0|0|1672.0|0
