|dates|Torrance_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Torrance_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Torrance_NewMexico_UnitedStates.Male_Total_Population.data|Torrance_NewMexico_UnitedStates.Male_Total_Population.missing|Torrance_NewMexico_UnitedStates.Female_Total_Population.data|Torrance_NewMexico_UnitedStates.Female_Total_Population.missing|Torrance_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Torrance_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3231.0|0|8264.0|0|7327.0|0|3226.0|0
