|dates|Henry_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Henry_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Henry_Virginia_UnitedStates.Male_Total_Population.data|Henry_Virginia_UnitedStates.Male_Total_Population.missing|Henry_Virginia_UnitedStates.Female_Total_Population.data|Henry_Virginia_UnitedStates.Female_Total_Population.missing|Henry_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Henry_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12178.0|0|24528.0|0|26425.0|0|9895.0|0
