|dates|Gray_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gray_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gray_Kansas_UnitedStates.Male_Total_Population.data|Gray_Kansas_UnitedStates.Male_Total_Population.missing|Gray_Kansas_UnitedStates.Female_Total_Population.data|Gray_Kansas_UnitedStates.Female_Total_Population.missing|Gray_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Gray_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-02-26|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-02-27|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-02-28|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-02-29|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-01|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-02|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-03|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-04|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-05|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-06|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-07|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-08|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-09|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-10|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-11|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-12|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-13|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-14|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-15|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-16|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-17|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-18|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-19|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-20|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-21|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-22|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-23|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-24|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-25|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-26|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-27|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-28|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-29|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-30|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-03-31|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-01|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-02|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-03|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-04|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-05|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-06|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-07|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-08|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-09|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-10|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-11|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-12|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-13|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-14|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-15|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-16|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-17|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-18|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-19|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-20|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-21|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-22|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-23|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-24|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-25|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-26|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-27|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-28|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-29|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-04-30|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-01|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-02|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-03|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-04|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-05|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-06|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-07|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-08|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-09|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-10|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-11|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-12|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-13|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-14|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-15|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-16|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-17|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-18|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-19|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-20|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-21|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-22|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-23|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-24|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-25|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-26|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-27|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-28|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-29|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-30|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-05-31|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-01|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-02|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-03|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-04|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-05|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-06|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-07|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-08|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-09|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-10|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-11|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-12|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-13|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-14|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-15|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-16|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-17|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-18|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-19|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-20|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-21|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-22|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-23|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-24|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-25|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-26|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-27|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-28|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-29|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-06-30|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-01|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-02|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-03|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-04|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-05|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-06|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-07|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-08|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-09|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-10|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-11|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-12|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-13|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-14|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-15|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-16|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-17|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-18|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-19|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-20|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-21|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-22|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-23|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-24|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-25|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-26|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-27|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-28|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-29|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-30|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-07-31|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-01|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-02|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-03|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-04|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-05|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-06|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-07|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-08|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-09|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-10|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-11|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-12|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-13|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-14|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-15|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-16|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-17|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-18|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-19|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-20|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-21|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-22|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-23|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-24|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-25|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-26|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-27|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-28|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-29|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-30|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-08-31|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-01|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-02|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-03|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-04|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-05|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-06|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-07|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-08|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-09|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-10|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-11|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-12|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-13|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-14|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-15|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-16|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-17|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-18|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-19|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-20|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-21|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-22|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-23|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-24|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-25|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-26|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-27|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-28|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-29|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-09-30|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-01|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-02|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-03|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-04|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-05|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-06|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-07|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-08|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-09|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-10|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-11|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-12|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-13|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-14|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-15|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-16|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-17|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-18|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-19|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-20|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-21|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-22|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-23|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-24|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-25|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-26|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-27|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-28|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-29|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-30|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-10-31|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-01|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-02|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-03|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-04|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-05|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-06|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-07|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-08|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-09|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-10|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-11|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-12|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-13|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-14|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-15|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-16|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-17|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-18|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-19|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-20|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-21|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-22|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-23|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-24|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-25|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-26|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-27|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-28|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-29|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-11-30|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-01|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-02|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-03|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-04|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-05|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-06|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-07|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-08|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-09|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-10|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-11|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-12|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-13|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-14|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-15|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-16|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-17|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-18|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-19|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-20|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-21|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-22|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-23|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-24|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-25|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-26|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-27|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-28|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-29|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-30|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2020-12-31|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2021-01-01|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2021-01-02|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2021-01-03|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2021-01-04|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2021-01-05|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2021-01-06|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2021-01-07|910.0|0|3037.0|0|2996.0|0|1749.0|0
0|2021-01-08|910.0|0|3037.0|0|2996.0|0|1749.0|0
