|dates|Claiborne_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Claiborne_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Claiborne_Louisiana_UnitedStates.Male_Total_Population.data|Claiborne_Louisiana_UnitedStates.Male_Total_Population.missing|Claiborne_Louisiana_UnitedStates.Female_Total_Population.data|Claiborne_Louisiana_UnitedStates.Female_Total_Population.missing|Claiborne_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Claiborne_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3046.0|0|9028.0|0|6916.0|0|2884.0|0
