|dates|Barton_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Barton_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Barton_Missouri_UnitedStates.Male_Total_Population.data|Barton_Missouri_UnitedStates.Male_Total_Population.missing|Barton_Missouri_UnitedStates.Female_Total_Population.data|Barton_Missouri_UnitedStates.Female_Total_Population.missing|Barton_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Barton_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2423.0|0|5807.0|0|5991.0|0|2751.0|0
