|dates|Cherokee_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cherokee_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cherokee_Oklahoma_UnitedStates.Male_Total_Population.data|Cherokee_Oklahoma_UnitedStates.Male_Total_Population.missing|Cherokee_Oklahoma_UnitedStates.Female_Total_Population.data|Cherokee_Oklahoma_UnitedStates.Female_Total_Population.missing|Cherokee_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Cherokee_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8130.0|0|23794.0|0|24881.0|0|10655.0|0
