|dates|Kent_RhodeIsland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kent_RhodeIsland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kent_RhodeIsland_UnitedStates.Male_Total_Population.data|Kent_RhodeIsland_UnitedStates.Male_Total_Population.missing|Kent_RhodeIsland_UnitedStates.Female_Total_Population.data|Kent_RhodeIsland_UnitedStates.Female_Total_Population.missing|Kent_RhodeIsland_UnitedStates.MaleAndFemale_Under18_Population.data|Kent_RhodeIsland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30962.0|0|79191.0|0|84670.0|0|30623.0|0
