|dates|DesMoines_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DesMoines_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DesMoines_Iowa_UnitedStates.Male_Total_Population.data|DesMoines_Iowa_UnitedStates.Male_Total_Population.missing|DesMoines_Iowa_UnitedStates.Female_Total_Population.data|DesMoines_Iowa_UnitedStates.Female_Total_Population.missing|DesMoines_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|DesMoines_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8150.0|0|19041.0|0|20097.0|0|8806.0|0
