|dates|Conejos_Colorado_UnitedStates.AveragePrecipitationTotal.data|Conejos_Colorado_UnitedStates.AveragePrecipitationTotal.missing|Conejos_Colorado_UnitedStates.AveragePrecipitation.data|Conejos_Colorado_UnitedStates.AveragePrecipitation.missing|Conejos_Colorado_UnitedStates.AverageWindDirection.data|Conejos_Colorado_UnitedStates.AverageWindDirection.missing|Conejos_Colorado_UnitedStates.AverageWindSpeed.data|Conejos_Colorado_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|101.1111111111111|0|2.4305555555555554|0
0|2020-01-02|0.0|0|0.0|0|156.18055555555557|0|2.9791666666666665|0
0|2020-01-03|0.0|0|0.0|0|182.5|0|5.8125|0
0|2020-01-04|0.0|0|0.0|0|158.33333333333334|0|3.25|0
0|2020-01-05|0.0|0|0.0|0|147.01388888888889|0|3.1770833333333335|0
0|2020-01-06|0.0|0|0.0|0|175.73611111111111|0|4.8381944444444445|0
0|2020-01-07|0.0|0|0.0|0|126.66666666666667|0|2.5833333333333335|0
0|2020-01-08|0.0|0|0.0|0|92.08333333333333|0|2.9583333333333335|0
0|2020-01-09|0.0|0|0.0|0|150.13888888888889|0|6.409722222222222|0
0|2020-01-10|0.0|0|0.0|0|178.29861111111111|0|5.854166666666667|0
0|2020-01-11|0.0|0|0.0|0|161.45833333333334|0|3.1666666666666665|0
0|2020-01-12|0.0|0|0.0|0|161.25|0|7.583333333333333|0
0|2020-01-13|0.0|0|0.0|0|156.66666666666666|0|8.541666666666666|0
0|2020-01-14|0.0|0|0.0|0|221.66666666666666|0|9.583333333333334|0
0|2020-01-15|0.0|0|0.0|0|198.33333333333334|0|7.083333333333333|0
0|2020-01-16|0.0|0|0.0031666666666666666|0|125.81944444444446|0|2.0694444444444446|0
0|2020-01-17|0.004166666666666667|0|0.0004166666666666667|0|173.41666666666666|0|9.760416666666666|0
0|2020-01-18|0.0|0|0.0|0|140.83333333333334|0|3.0833333333333335|0
0|2020-01-19|0.0|0|0.0|0|131.45833333333334|0|2.9583333333333335|0
0|2020-01-20|0.0|0|0.0|0|131.875|0|2.75|0
0|2020-01-21|0.0|0|0.0|0|172.08333333333334|0|3.6666666666666665|0
0|2020-01-22|0.0|0|0.0|0|170.34722222222223|0|3.4791666666666665|0
