|dates|Liberty_Montana_UnitedStates.BLS_EmployedPopulation.data|Liberty_Montana_UnitedStates.BLS_EmployedPopulation.missing|Liberty_Montana_UnitedStates.BLS_UnemployedPopulation.data|Liberty_Montana_UnitedStates.BLS_UnemployedPopulation.missing|Liberty_Montana_UnitedStates.BLS_UnemploymentRate.data|Liberty_Montana_UnitedStates.BLS_UnemploymentRate.missing|Liberty_Montana_UnitedStates.BLS_LaborForcePopulation.data|Liberty_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-02|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-03|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-04|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-05|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-06|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-07|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-08|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-09|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-10|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-11|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-12|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-13|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-14|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-15|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-16|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-17|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-18|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-19|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-20|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-21|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-22|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-23|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-24|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-25|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-26|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-27|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-28|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-29|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-30|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-01-31|917.0|0|31.0|0|3.270042194092827|0|948.0|0
0|2020-02-01|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-02|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-03|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-04|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-05|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-06|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-07|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-08|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-09|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-10|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-11|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-12|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-13|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-14|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-15|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-16|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-17|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-18|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-19|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-20|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-21|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-22|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-23|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-24|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-25|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-26|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-27|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-28|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-02-29|937.0|0|27.5|0|2.851218247796786|0|964.5|0
0|2020-03-01|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-02|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-03|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-04|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-05|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-06|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-07|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-08|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-09|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-10|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-11|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-12|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-13|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-14|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-15|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-16|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-17|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-18|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-19|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-20|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-21|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-22|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-23|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-24|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-25|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-26|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-27|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-28|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-29|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-30|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-03-31|962.0|0|30.0|0|3.024193548387097|0|992.0|0
0|2020-04-01|947.0|0|27.5|0|2.8219599794766546|0|974.5|0
0|2020-04-02|947.0|0|27.5|0|2.8219599794766546|0|974.5|0
