|dates|OutofCT_Connecticut_UnitedStates.JHU_ConfirmedCases.data|OutofCT_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|OutofCT_Connecticut_UnitedStates.NYT_ConfirmedCases.data|OutofCT_Connecticut_UnitedStates.NYT_ConfirmedCases.missing|OutofCT_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|OutofCT_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|OutofCT_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|OutofCT_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
