|dates|Henry_Missouri_UnitedStates.BLS_EmployedPopulation.data|Henry_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Henry_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Henry_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Henry_Missouri_UnitedStates.BLS_UnemploymentRate.data|Henry_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Henry_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Henry_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-02|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-03|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-04|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-05|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-06|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-07|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-08|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-09|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-10|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-11|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-12|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-13|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-14|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-15|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-16|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-17|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-18|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-19|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-20|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-21|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-22|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-23|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
0|2020-01-24|9278.5|0|466.5|0|4.7870702924576705|0|9745.0|0
