|dates|Cook_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cook_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cook_Illinois_UnitedStates.Male_Total_Population.data|Cook_Illinois_UnitedStates.Male_Total_Population.missing|Cook_Illinois_UnitedStates.Female_Total_Population.data|Cook_Illinois_UnitedStates.Female_Total_Population.missing|Cook_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Cook_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
