|dates|Defiance_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Defiance_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Defiance_Ohio_UnitedStates.Male_Total_Population.data|Defiance_Ohio_UnitedStates.Male_Total_Population.missing|Defiance_Ohio_UnitedStates.Female_Total_Population.data|Defiance_Ohio_UnitedStates.Female_Total_Population.missing|Defiance_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Defiance_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7100.0|0|18932.0|0|19233.0|0|8733.0|0
